Epoch,AVG Loss
1,2.7003446294277373
2,0.5478461350498153
3,0.22328163406296617
4,0.14170413614413283
5,0.10459498142661014
6,0.08739283022988849
7,0.08216553977060133
8,0.07567244919539592
9,0.07653831711155172
10,0.07513784047225293
11,0.0719390151684961
12,0.07432071320168662
13,0.07202968930238388
14,0.07284028757573219
15,0.07547976068778611
16,0.07123114743200093
17,0.06738577733806914
18,0.07076819439541676
19,0.07423369894389117
20,0.06802649481402828
