Epoch,AVG Loss
1,2.662380065264554
2,0.59731289455105
3,0.3045271736057703
4,0.21517628050890872
5,0.16779895293029545
6,0.14819041962870572
7,0.13470175499050935
8,0.12769126500037983
9,0.12784810128301188
10,0.1251133070243781
11,0.12698940630716563
12,0.12234226122519783
13,0.12154999762153645
14,0.1247892706771951
15,0.11815727458200243
16,0.12108814947574505
17,0.12387895017108753
18,0.12065668611332993
19,0.1207108649624235
20,0.12403622535961341
