Epoch,AVG Loss
1,2.7369671022522506
2,0.8155108420193488
3,0.32030071372843877
4,0.1891105514244582
5,0.1431120547661968
6,0.11664856688178724
7,0.10367183377556077
8,0.10090767088244391
9,0.09789017546727499
10,0.10012364802581257
11,0.09412411213541011
12,0.09299285113538021
13,0.09386993530183593
14,0.095992212308355
15,0.09374811412116321
16,0.09732142489382216
17,0.09344679551642711
