Epoch,AVG Loss
1,2.5789109928378466
2,0.7403267464474402
3,0.4015592311616823
4,0.29571265592368934
5,0.24245102604513846
6,0.21779802134093415
7,0.20980976752900377
8,0.20015070992742237
9,0.20157832786027605
10,0.19128154062014224
11,0.19342580603566295
12,0.1938216970173025
13,0.1896662048715946
14,0.19347937662172668
15,0.18769839100029204
16,0.1914748158032412
17,0.19040237054180165
18,0.1929305544454258
19,0.19421061217408098
20,0.1946001644983134
