Epoch,AVG Loss
1,2.585975114906398
2,0.6283411998392902
3,0.2841160867916235
4,0.1863468402592529
5,0.14609342069193404
6,0.1283286519145037
7,0.11888024400081029
8,0.11464984664240728
9,0.10987767169774673
10,0.10722476155550309
11,0.10985833613679032
12,0.10845465515702234
13,0.11023781074098574
14,0.1086752894949806
15,0.10485844792825509
16,0.10851546550066275
17,0.11014601021251515
18,0.10755131884704407
19,0.10408026785445422
20,0.10846092824506623
